title
Top	Bottom	length	deuterium
899.06	899.845	0.785	-276.02
899.845	900.665	0.82	-284.03
900.665	901.37	0.705	-258.43
901.37	902.11	0.74	-267.14
902.11	902.97	0.86	-259.48
902.97	903.75	0.78	-260.99
903.75	904.58	0.83	-274.46
904.58	905.335	0.755	-274.67
905.335	906.06	0.725	-268.55
906.06	906.895	0.835	-262.76
906.895	907.695	0.8	-257.92
907.695	908.455	0.76	-262.86
908.455	909.36	0.905	-263.99
909.36	910.07	0.71	-258.26
910.07	910.865	0.795	-270.68
910.865	911.655	0.79	-268.71
911.655	912.43	0.775	-258.25
912.43	913.203	0.773	999999
913.203	913.975	0.772	999999
913.975	914.84	0.865	-270.76
914.84	915.525	0.685	-259.77
915.525	916.245	0.72	-266.36
916.245	917.01	0.765	-267.28
917.01	917.775	0.765	-267.34
917.775	918.53	0.755	-266.34
918.53	919.245	0.715	-264.61
919.245	920.12	0.875	-259.5
920.12	920.805	0.685	-266.07
920.805	921.65	0.845	-253.94
921.65	922.44	0.79	-269.7
922.44	923.13	0.69	-266.94
923.13	923.92	0.79	-260.99
923.92	924.54	0.62	-272.88
924.54	925.3	0.76	-262.48
925.3	926.11	0.81	-268.4
926.11	926.96	0.85	-258.1
926.96	927.68	0.72	-258.12
927.68	928.38	0.7	-266.97
928.38	929.19	0.81	-264.49
929.19	930.03	0.84	-267.44
930.03	930.785	0.755	-263.04
930.785	931.525	0.74	-273.23
931.525	932.295	0.77	-266.96
932.295	933.05	0.755	-266.31
933.05	933.82	0.77	-265.87
933.82	934.557	0.737	-270.97
934.557	935.26	0.703	-280.49
935.26	936.05	0.79	-265.21
936.05	936.825	0.775	-271.09
936.825	937.645	0.82	-261.38
937.645	938.42	0.775	-271.02
938.42	939.192	0.772	-268.56
939.192	939.945	0.753	-260.23
939.945	940.645	0.7	-271.37
940.645	941.475	0.83	-276.45
941.475	942.16	0.685	-271.88
942.16	943.01	0.85	-259.55
943.01	943.925	0.915	-262.77
943.925	944.705	0.78	-267.53
944.705	945.51	0.805	-262.69
945.51	946.24	0.73	-261.78
946.24	946.925	0.685	-272.52
946.925	947.6	0.675	-266.17
947.6	948.355	0.755	-266.33
948.355	949.04	0.685	-272.19
949.04	949.97	0.93	-261.74
949.97	950.82	0.85	-259.81
950.82	951.59	0.77	-262.32
951.59	952.32	0.73	-274.08
952.32	953.03	0.71	-272.93
953.03	953.795	0.765	-267.6
953.795	954.515	0.72	-266.33
954.515	955.205	0.69	-269.76
955.205	955.945	0.74	-265.43
955.945	956.78	0.835	-268.45
956.78	957.525	0.745	-261.11
957.525	958.265	0.74	-278.31
958.265	958.94	0.675	-262.51
958.94	959.643	0.703	-254.73
959.643	960.367	0.724	999999
960.367	961.065	0.698	-271.49
961.065	961.86	0.795	-262.08
961.86	962.675	0.815	-266.28
962.675	963.436	0.761	-263.67
963.436	964.187	0.751	999999
964.187	964.939	0.752	999999
964.939	965.685	0.746	999999
965.685	966.445	0.76	-267.33
966.445	967.26	0.815	-266.16
967.26	968.06	0.8	-271.23
968.06	968.79	0.73	-265.27
968.79	969.535	0.745	-271.25
969.535	970.315	0.78	-264.03
970.315	971.11	0.795	-258.33
971.11	971.83	0.72	-268.14
971.83	972.615	0.785	-260.29
972.615	973.35	0.735	-258.66
973.35	974.09	0.74	-265.11
974.09	974.91	0.82	-266.88
974.91	975.59	0.68	-266.3
975.59	976.34	0.75	-267.65
976.34	977.106	0.766	-269.77
977.106	977.925	0.819	-263
977.925	978.6	0.675	-257.01
978.6	979.4	0.8	-261.91
979.4	980.16	0.76	-271.91
980.16	980.865	0.705	-268.69
980.865	981.655	0.79	-268.11
981.655	982.43	0.775	-261.88
982.43	983.175	0.745	-265.88
983.175	983.945	0.77	-254.72
983.945	984.79	0.845	-271.17
984.79	985.57	0.78	-263.17
985.57	986.24	0.67	-264.44
986.24	986.975	0.735	-269.94
986.975	987.665	0.69	-264.48
987.665	988.35	0.685	-265.62
988.35	989.105	0.755	-266.96
989.105	989.787	0.682	-263.03
989.787	990.505	0.718	-263.64
990.505	991.245	0.74	-266.88
991.245	992.05	0.805	-266.08
992.05	992.77	0.72	-254.08
992.77	993.455	0.685	-261.46
993.455	994.1	0.645	-257.88
994.1	994.85	0.75	-268.89
994.85	995.585	0.735	-260.07
995.585	996.365	0.78	-262.47
996.365	997.155	0.79	-258.04
997.155	997.88	0.725	-265.2
997.88	998.65	0.77	-259.5
998.65	999.355	0.705	-256.87
999.355	1000.175	0.82	-262.74
1000.175	1000.83	0.655	-257.75
1000.83	1001.505	0.675	-262.45
1001.505	1002.185	0.68	-269.16
1002.185	1002.9	0.715	-271.1
1002.9	1003.59	0.69	-264.26
1003.59	1004.395	0.805	-265.17
1004.395	1005.085	0.69	-268.34
1005.085	1005.8	0.715	-263.27
1005.8	1006.57	0.77	-247.28
1006.57	1007.35	0.78	-261.83
1007.35	1008.065	0.715	-267.27
1008.065	1008.705	0.64	-264.76
1008.705	1009.37	0.665	-264.7
1009.37	1010.12	0.75	-262.87
1010.12	1010.85	0.73	-261.38
1010.85	1011.58	0.73	-256.04
1011.58	1012.33	0.75	-267.52
1012.33	1013.07	0.74	-269.2
1013.07	1013.76	0.69	-266.58
1013.76	1014.475	0.715	-259.65
1014.475	1015.11	0.635	-273.02
1015.11	1015.87	0.76	-261.38
1015.87	1016.61	0.74	-262.2
1016.61	1017.33	0.72	-263.15
1017.33	1018.055	0.725	-257.82
1018.055	1018.79	0.735	-268.09
1018.79	1019.43	0.64	-264.72
1019.43	1020.08	0.65	-261.34
1020.08	1020.815	0.735	-264.21
1020.815	1021.53	0.715	-264.63
1021.53	1022.2	0.67	-256.99
1022.2	1022.905	0.705	-264.58
1022.905	1023.615	0.71	-267.31
1023.615	1024.35	0.735	-263.96
1024.35	1025.01	0.66	-264.58
1025.01	1025.685	0.675	-257.71
1025.685	1026.5	0.815	-272.96
1026.5	1027.18	0.68	-266.6
1027.18	1028	0.82	-256.41
1028	1028.735	0.735	-261.17
1028.735	1029.415	0.68	-264.24
1029.415	1030.07	0.655	-267.67
1030.07	1030.783	0.713	999999
1030.783	1031.498	0.715	999999
1031.498	1032.214	0.716	999999
1032.214	1032.93	0.716	-270.34
1032.93	1033.6	0.67	-259.19
1033.6	1034.255	0.655	-275.94
1034.255	1034.925	0.67	-268.84
1034.925	1035.59	0.665	-266.19
1035.59	1036.26	0.67	-264.24
1036.26	1036.955	0.695	-267.36
1036.955	1037.665	0.71	-261.27
1037.665	1038.325	0.66	-264.43
1038.325	1038.95	0.625	-269.92
1038.95	1039.68	0.73	-267.78
1039.68	1040.38	0.7	-265.74
1040.38	1041.095	0.715	-260.69
1041.095	1041.81	0.715	-261.75
1041.81	1042.575	0.765	-272.26
1042.575	1043.29	0.715	-273.14
1043.29	1043.99	0.7	-271.32
1043.99	1044.66	0.67	-265.24
1044.66	1045.38	0.72	-266.87
1045.38	1046.11	0.73	-269.11
1046.11	1046.85	0.74	-265.7
1046.85	1047.61	0.76	-273.48
1047.61	1048.355	0.745	-260.01
1048.355	1049.1	0.745	-264.24
1049.1	1049.83	0.73	-269.83
1049.83	1050.495	0.665	-262.48
1050.495	1051.175	0.68	-273.38
1051.175	1051.86	0.685	-254.36
1051.86	1052.575	0.715	-252.03
1052.575	1053.29	0.715	-267.25
1053.29	1053.89	0.6	-257.52
1053.89	1054.51	0.62	-260.41
1054.51	1055.26	0.75	-259.48
1055.26	1055.945	0.685	-270.11
1055.945	1056.615	0.67	-260.28
1056.615	1057.28	0.665	-261.42
1057.28	1058.04	0.76	-266.42
1058.04	1058.645	0.605	-272.79
1058.645	1059.405	0.76	-267.4
1059.405	1060.07	0.665	-267.89
1060.07	1060.65	0.58	-261.94
1060.65	1061.355	0.705	-260.31
1061.355	1062.06	0.705	-265.18
1062.06	1062.69	0.63	-267.48
1062.69	1063.23	0.54	-258.85
1063.23	1064.015	0.785	-259.74
1064.015	1064.665	0.65	-267.13
1064.665	1065.35	0.685	-265.37
1065.35	1065.955	0.605	-263.4
1065.955	1066.645	0.69	-271.07
1066.645	1067.31	0.665	-271.21
1067.31	1068.025	0.715	-260.06
1068.025	1068.735	0.71	-260.55
1068.735	1069.395	0.66	-261.95
1069.395	1070.045	0.65	-268.12
1070.045	1070.74	0.695	-257.67
1070.74	1071.39	0.65	-261.32
1071.39	1072.04	0.65	-264.31
1072.04	1072.74	0.7	-267.7
1072.74	1073.485	0.745	-264.19
1073.485	1074.255	0.77	-261.71
1074.255	1074.85	0.595	-265.24
1074.85	1075.46	0.61	-258.17
1075.46	1076.175	0.715	-258.66
1076.175	1076.895	0.72	-261.36
1076.895	1077.59	0.695	-271.5
1077.59	1078.255	0.665	-266.35
1078.255	1078.915	0.66	-268.81
1078.915	1079.515	0.6	-263.61
1079.515	1080.165	0.65	-256.57
1080.165	1080.85	0.685	-264.95
1080.85	1081.39	0.54	-258.34
1081.39	1082.12	0.73	-265.32
1082.12	1082.77	0.65	-268.66
1082.77	1083.485	0.715	-269.28
1083.485	1084.13	0.645	-262.33
1084.13	1084.78	0.65	-265.55
1084.78	1085.445	0.665	-272.06
1085.445	1086.06	0.615	-266.95
1086.06	1086.63	0.57	-271.47
1086.63	1087.225	0.595	-265.96
1087.225	1087.85	0.625	-254.33
1087.85	1088.5	0.65	-275.93
1088.5	1089.14	0.64	-255.92
1089.14	1089.745	0.605	-265.98
1089.745	1090.41	0.665	-273.61
1090.41	1091.01	0.6	-263.15
1091.01	1091.67	0.66	-269.23
1091.67	1092.3	0.63	-264.45
1092.3	1092.94	0.64	-262.17
1092.94	1093.505	0.565	-267.12
1093.505	1094.22	0.715	-266.97
1094.22	1094.865	0.645	-266.58
1094.865	1095.42	0.555	-272.77
1095.42	1096.035	0.615	-264.93
1096.035	1096.69	0.655	-264.39
1096.69	1097.225	0.535	-264.59
1097.225	1097.865	0.64	-267.56
1097.865	1098.515	0.65	-275.07
1098.515	1099.172	0.657	-271.11
1099.172	1099.865	0.693	-266.58
1099.865	1100.52	0.655	-262.99
1100.52	1101.06	0.54	-263.68
1101.06	1101.695	0.635	-262.05
1101.695	1102.37	0.675	-261.18
1102.37	1103.035	0.665	-267.31
1103.035	1103.64	0.605	-263.56
1103.64	1104.375	0.735	-260.55
1104.375	1105.075	0.7	-261.16
1105.075	1105.775	0.7	-270.97
1105.775	1106.39	0.615	-269.11
1106.39	1107.085	0.695	-268.33
1107.085	1107.645	0.56	-270.75
1107.645	1108.27	0.625	-269.05
1108.27	1108.955	0.685	-259.73
1108.955	1109.635	0.68	-273.19
1109.635	1110.28	0.645	-265.02
1110.28	1110.88	0.6	-255.77
1110.88	1111.585	0.705	-257.81
1111.585	1112.28	0.695	-263.65
1112.28	1112.94	0.66	-268.04
1112.94	1113.6	0.66	-262.18
1113.6	1114.295	0.695	-259.52
1114.295	1114.93	0.635	-272.2
1114.93	1115.625	0.695	-258.95
1115.625	1116.285	0.66	-250.08
1116.285	1116.96	0.675	-268.41
1116.96	1117.57	0.61	-265.25
1117.57	1118.215	0.645	-262.92
1118.215	1118.925	0.71	-264.97
1118.925	1119.56	0.635	-258.31
1119.56	1120.23	0.67	-260.95
1120.23	1120.88	0.65	-257.99
1120.88	1121.53	0.65	-249.85
1121.53	1122.21	0.68	-264.05
1122.21	1122.84	0.63	-276.02
1122.84	1123.51	0.67	-256.76
1123.51	1124.15	0.64	-257.44
1124.15	1124.92	0.77	-263.25
1124.92	1125.56	0.64	-270.01
1125.56	1126.39	0.83	-263.43
1126.39	1126.99	0.6	-262.58
1126.99	1127.63	0.64	-262.64
1127.63	1128.3	0.67	-253.13
1128.3	1128.985	0.685	-262.95
1128.985	1129.62	0.635	-268.75
1129.62	1130.26	0.64	-264.25
1130.26	1130.95	0.69	-257.89
1130.95	1131.57	0.62	-259.67
1131.57	1132.19	0.62	-264.4
1132.19	1132.875	0.685	-265.82
1132.875	1133.575	0.7	-265.22
1133.575	1134.19	0.615	-260.43
1134.19	1134.82	0.63	-267.18
1134.82	1135.425	0.605	-267.22
1135.425	1136.08	0.655	-259.19
1136.08	1136.745	0.665	999999
1136.745	1137.395	0.65	-271.46
1137.395	1138.01	0.615	-265.34
1138.01	1138.62	0.61	-254.03
1138.62	1139.285	0.665	-261.17
1139.285	1139.89	0.605	-256.69
1139.89	1140.45	0.56	-257.36
1140.45	1141.04	0.59	-265.26
1141.04	1141.71	0.67	-270.32
1141.71	1142.345	0.635	-268.15
1142.345	1142.89	0.545	-263.03
1142.89	1143.525	0.635	-271.19
1143.525	1144.2	0.675	-266.61
1144.2	1144.86	0.66	-264.35
1144.86	1145.475	0.615	-260.26
1145.475	1146.05	0.575	-264.37
1146.05	1146.72	0.67	-264.84
1146.72	1147.39	0.67	-266.54
1147.39	1148.145	0.755	-254.26
1148.145	1148.87	0.725	-266.32
1148.87	1149.57	0.7	-265.75
1149.57	1150.3	0.73	-261.24
1150.3	1150.92	0.62	-264.96
1150.92	1151.52	0.6	-273.01
1151.52	1152.13	0.61	-265.2
1152.13	1152.755	0.625	-267.48
1152.755	1153.33	0.575	-265.62
1153.33	1153.94	0.61	-267.28
1153.94	1154.58	0.64	-255.01
1154.58	1155.26	0.68	-260.12
1155.26	1155.88	0.62	-268.26
1155.88	1156.52	0.64	-269.32
1156.52	1157.115	0.595	-265.49
1157.115	1157.73	0.615	-270.23
1157.73	1158.35	0.62	-271.41
1158.35	1158.96	0.61	-265.46
1158.96	1159.52	0.56	-266.69
1159.52	1160.11	0.59	-269.45
1160.11	1160.75	0.64	-266.5
1160.75	1161.36	0.61	-271.99
1161.36	1161.98	0.62	-267.27
1161.98	1162.545	0.565	-258.27
1162.545	1163.195	0.65	-265.21
1163.195	1163.83	0.635	-270.67
1163.83	1164.505	0.675	-269.45
1164.505	1165.14	0.635	-281.44
1165.14	1165.9	0.76	-273.79
1165.9	1166.49	0.59	-270.25
1166.49	1167.11	0.62	-275.48
1167.11	1167.705	0.595	-273.04
1167.705	1168.31	0.605	-267.97
1168.31	1168.97	0.66	-261.93
1168.97	1169.635	0.665	-264.52
1169.635	1170.325	0.69	-270.53
1170.325	1170.89	0.565	-270.59
1170.89	1171.575	0.685	-258.71
1171.575	1172.23	0.655	-267.71
1172.23	1172.88	0.65	-269.82
1172.88	1173.58	0.7	-259.84
1173.58	1174.18	0.6	-269.96
1174.18	1174.805	0.625	-268.59
1174.805	1175.46	0.655	-260.02
1175.46	1176.09	0.63	-271.24
1176.09	1176.825	0.735	-269.07
1176.825	1177.505	0.68	-262.18
1177.505	1178.139	0.634	-265.52
1178.139	1178.725	0.586	-271.29
1178.725	1179.325	0.6	-264.35
1179.325	1179.945	0.62	-264.13
1179.945	1180.567	0.622	-260.89
1180.567	1181.197	0.63	999999
1181.197	1181.828	0.631	999999
1181.828	1182.458	0.63	999999
1182.458	1183.09	0.632	-261.85
1183.09	1183.74	0.65	-266.83
1183.74	1184.38	0.64	-265.4
1184.38	1184.975	0.595	-263.79
1184.975	1185.6	0.625	-272.6
1185.6	1186.25	0.65	-268.47
1186.25	1186.84	0.59	-261.39
1186.84	1187.48	0.64	-264.46
1187.48	1188.165	0.685	-265.25
1188.165	1188.76	0.595	-272.39
1188.76	1189.35	0.59	-263.81
1189.35	1189.98	0.63	-264.56
1189.98	1190.56	0.58	-280.74
1190.56	1191.19	0.63	-261.38
1191.19	1191.895	0.705	-266.85
1191.895	1192.53	0.635	-262.78
1192.53	1193.2	0.67	-260.31
1193.2	1193.815	0.615	-269.65
1193.815	1194.435	0.62	-274.24
1194.435	1195.045	0.61	-264.74
1195.045	1195.655	0.61	-269.8
1195.655	1196.267	0.612	-267.65
1196.267	1196.955	0.688	-260.26
1196.955	1197.565	0.61	-268.08
1197.565	1198.26	0.695	-262.23
1198.26	1198.87	0.61	-269.77
1198.87	1199.57	0.7	-264.62
1199.57	1200.275	0.705	-269.11
1200.275	1200.865	0.59	-277.05
1200.865	1201.525	0.66	-271.57
1201.525	1202.12	0.595	-265.1
1202.12	1202.73	0.61	-267.38
1202.73	1203.32	0.59	-272.07
1203.32	1203.995	0.675	-262.75
1203.995	1204.63	0.635	-262.48
1204.63	1205.28	0.65	-264.89
1205.28	1205.97	0.69	-266.6
1205.97	1206.58	0.61	-263.81
1206.58	1207.215	0.635	-262.62
1207.215	1207.84	0.625	-268.43
1207.84	1208.51	0.67	-273.18
1208.51	1209.11	0.6	-262.81
1209.11	1209.64	0.53	-267.96
1209.64	1210.255	0.615	-270.53
1210.255	1210.885	0.63	-258.01
1210.885	1211.66	0.775	-257.38
1211.66	1212.21	0.55	-267.92
1212.21	1212.89	0.68	-265.71
1212.89	1213.465	0.575	-267.24
1213.465	1214.12	0.655	-263.54
1214.12	1214.735	0.615	-269.88
1214.735	1215.315	0.58	-271.43
1215.315	1215.93	0.615	-264.84
1215.93	1216.54	0.61	-268.39
1216.54	1217.175	0.635	-265.17
1217.175	1217.84	0.665	-267.37
1217.84	1218.46	0.62	-256.38
1218.46	1219.01	0.55	-272.26
1219.01	1219.591	0.581	-268.14
1219.591	1220.24	0.649	-264.1
1220.24	1220.83	0.59	-268.56
1220.83	1221.475	0.645	-270.95
1221.475	1222.09	0.615	-267.8
1222.09	1222.695	0.605	-262.21
1222.695	1223.28	0.585	-267.14
1223.28	1223.87	0.59	-262.45
1223.87	1224.475	0.605	-254.89
1224.475	1225.01	0.535	-260.58
1225.01	1225.65	0.64	-260.02
1225.65	1226.24	0.59	-256.45
1226.24	1226.86	0.62	-262.18
1226.86	1227.44	0.58	-265.01
1227.44	1228.04	0.6	-264.84
1228.04	1228.61	0.57	-267.02
1228.61	1229.15	0.54	-258.29
1229.15	1229.685	0.535	-264.71
1229.685	1230.255	0.57	-257.67
1230.255	1230.885	0.63	-262.72
1230.885	1231.52	0.635	-260.4
1231.52	1232.075	0.555	-265.16
1232.075	1232.67	0.595	-260.48
1232.67	1233.365	0.695	-264.17
1233.365	1233.91	0.545	-262.46
1233.91	1234.495	0.585	-267.93
1234.495	1235.1	0.605	-262.72
1235.1	1235.725	0.625	-260.71
1235.725	1236.35	0.625	-265.58
1236.35	1236.985	0.635	-264.08
1236.985	1237.68	0.695	-266.23
1237.68	1238.3	0.62	-269.42
1238.3	1238.955	0.655	-262.78
1238.955	1239.545	0.59	-271.81
1239.545	1240.095	0.55	-280.85
1240.095	1240.7	0.605	-263.82
1240.7	1241.305	0.605	-261
1241.305	1241.94	0.635	-260.82
1241.94	1242.555	0.615	-256.3
1242.555	1243.18	0.625	-260.95
1243.18	1243.795	0.615	-260.88
1243.795	1244.35	0.555	-270.25
1244.35	1244.975	0.625	-262.04
1244.975	1245.62	0.645	-265.46
1245.62	1246.25	0.63	-266.8
1246.25	1246.81	0.56	-279.11
1246.81	1247.34	0.53	-263.76
1247.34	1247.98	0.64	-271.57
1247.98	1248.54	0.56	-268.91
1248.54	1249.07	0.53	-264.69
1249.07	1249.695	0.625	-262.25
1249.695	1250.22	0.525	-263.09
1250.22	1250.8	0.58	-264.21
1250.8	1251.475	0.675	-268.65
1251.475	1252.06	0.585	-264.31
1252.06	1252.56	0.5	-274.2
1252.56	1253.19	0.63	-267.95
1253.19	1253.76	0.57	-270.4
1253.76	1254.35	0.59	-263.67
1254.35	1254.945	0.595	-264.72
1254.945	1255.55	0.605	-264.59
1255.55	1256.11	0.56	-273.39
1256.11	1256.605	0.495	-269.14
1256.605	1257.18	0.575	-272.48
1257.18	1257.85	0.67	-267.86
1257.85	1258.42	0.57	-269.89
1258.42	1258.955	0.535	-279.17
1258.955	1259.53	0.575	-268.45
1259.53	1260.09	0.56	-261.88
1260.09	1260.685	0.595	-277.69
1260.685	1261.3	0.615	-271.34
1261.3	1261.925	0.625	-261.9
1261.925	1262.5	0.575	-266.27
1262.5	1263.042	0.542	-265.34
1263.042	1263.621	0.579	999999
1263.621	1264.2	0.579	-265.55
1264.2	1264.79	0.59	-275.13
1264.79	1265.34	0.55	-266.71
1265.34	1265.97	0.63	-263.68
1265.97	1266.58	0.61	-265.7
1266.58	1267.16	0.58	-269.88
1267.16	1267.74	0.58	-271.58
1267.74	1268.33	0.59	-268.4
1268.33	1268.915	0.585	-263.19
1268.915	1269.535	0.62	-262.58
1269.535	1270.11	0.575	-272.58
1270.11	1270.67	0.56	-277.85
1270.67	1271.265	0.595	-273.51
1271.265	1271.94	0.675	-268.35
1271.94	1272.58	0.64	-272.57
1272.58	1273.23	0.65	-252.73
1273.23	1273.88	0.65	-260.13
1273.88	1274.375	0.495	-265.72
1274.375	1274.915	0.54	-264.84
1274.915	1275.47	0.555	-273.08
1275.47	1276.085	0.615	-273.12
1276.085	1276.68	0.595	-262.55
1276.68	1277.26	0.58	-263.63
1277.26	1277.835	0.575	-266.92
1277.835	1278.35	0.515	-271.36
1278.35	1278.93	0.58	-269.02
1278.93	1279.515	0.585	-270.37
1279.515	1280.16	0.645	-272.99
1280.16	1280.76	0.6	-271.45
1280.76	1281.27	0.51	-277.74
1281.27	1281.885	0.615	-258.25
1281.885	1282.375	0.49	-266.32
1282.375	1282.98	0.605	-254.95
1282.98	1283.51	0.53	-251.22
1283.51	1284.05	0.54	-275.25
1284.05	1284.63	0.58	-264.71
1284.63	1285.22	0.59	-269.94
1285.22	1285.8	0.58	-267.94
1285.8	1286.384	0.584	-262.74
1286.384	1286.99	0.606	-280.55
1286.99	1287.635	0.645	-265.17
1287.635	1288.21	0.575	-268.94
1288.21	1288.835	0.625	-264.08
1288.835	1289.42	0.585	-264.59
1289.42	1289.97	0.55	-275.92
1289.97	1290.55	0.58	-256.94
1290.55	1291.07	0.52	-268.4
1291.07	1291.65	0.58	-255.5
1291.65	1292.27	0.62	-266.35
1292.27	1292.86	0.59	-260.17
1292.86	1293.37	0.51	-265.72
1293.37	1294.02	0.65	-259.8
1294.02	1294.62	0.6	-272.58
1294.62	1295.18	0.56	-259.26
1295.18	1295.81	0.63	-261.37
1295.81	1296.4	0.59	-267
1296.4	1297.05	0.65	-271.78
1297.05	1297.62	0.57	-264.28
1297.62	1298.23	0.61	-253.16
1298.23	1298.78	0.55	-264.68
1298.78	1299.38	0.6	-271.15
1299.38	1299.97	0.59	-264.72
1299.97	1300.53	0.56	-257.55
1300.53	1301.07	0.54	-260.23
1301.07	1301.65	0.58	-261.67
1301.65	1302.22	0.57	-269.99
1302.22	1302.85	0.63	-266.91
1302.85	1303.44	0.59	-262.94
1303.44	1304.065	0.625	-264.43
1304.065	1304.65	0.585	-262.48
1304.65	1305.27	0.62	-263.71
1305.27	1305.85	0.58	-266.57
1305.85	1306.45	0.6	-260.14
1306.45	1307.055	0.605	-266.5
1307.055	1307.6	0.545	-266.59
1307.6	1308.175	0.575	-264.77
1308.175	1308.71	0.535	-270.54
1308.71	1309.28	0.57	-267.09
1309.28	1309.9	0.62	-258.81
1309.9	1310.47	0.57	-269.72
1310.47	1311.02	0.55	-268.09
1311.02	1311.62	0.6	-264.81
1311.62	1312.23	0.61	-268.45
1312.23	1312.8	0.57	-273.88
1312.8	1313.32	0.52	-275.85
1313.32	1313.88	0.56	-272.57
1313.88	1314.465	0.585	-262.67
1314.465	1315.025	0.56	-268.25
1315.025	1315.52	0.495	-261.74
1315.52	1316.105	0.585	-265.18
1316.105	1316.705	0.6	-272.49
1316.705	1317.29	0.585	-267.58
1317.29	1317.92	0.63	-260.81
1317.92	1318.51	0.59	-264.09
1318.51	1319.11	0.6	-265.52
1319.11	1319.75	0.64	-260.15
1319.75	1320.34	0.59	-263.05
1320.34	1320.93	0.59	-258.99
1320.93	1321.515	0.585	-263.93
1321.515	1322.065	0.55	-265.58
1322.065	1322.7	0.635	-269.9
1322.7	1323.29	0.59	-258.57
1323.29	1323.85	0.56	-263.91
1323.85	1324.465	0.615	-262.26
1324.465	1325	0.535	-254.89
1325	1325.54	0.54	-258.04
1325.54	1326.1	0.56	-264.69
1326.1	1326.625	0.525	-268.2
1326.625	1327.155	0.53	-269.98
1327.155	1327.75	0.595	-264.63
1327.75	1328.365	0.615	-258.08
1328.365	1328.935	0.57	-266.24
1328.935	1329.535	0.6	-260.89
1329.535	1330.12	0.585	-263.71
1330.12	1330.68	0.56	-266.65
1330.68	1331.21	0.53	-260.37
1331.21	1331.72	0.51	-256.21
1331.72	1332.295	0.575	-261.99
1332.295	1332.94	0.645	-258.98
1332.94	1333.52	0.58	-261.27
1333.52	1334.175	0.655	-263.77
1334.175	1334.765	0.59	-260.65
1334.765	1335.345	0.58	-258.17
1335.345	1335.905	0.56	-254.89
1335.905	1336.46	0.555	-266.03
1336.46	1336.95	0.49	-271.29
1336.95	1337.48	0.53	-260.15
1337.48	1338.055	0.575	-256.86
1338.055	1338.625	0.57	-256.54
1338.625	1339.215	0.59	-256.2
1339.215	1339.81	0.595	-253.77
1339.81	1340.37	0.56	-263.36
1340.37	1340.955	0.585	-261.05
1340.955	1341.565	0.61	-243.66
1341.565	1342.13	0.565	-266.5
1342.13	1342.74	0.61	-262.77
1342.74	1343.31	0.57	-257.41
1343.31	1343.87	0.56	-259.16
1343.87	1344.48	0.61	-254
1344.48	1345.03	0.55	-253.72
1345.03	1345.61	0.58	-264.31
1345.61	1346.23	0.62	-259.77
1346.23	1346.84	0.61	-271.39
1346.84	1347.36	0.52	-257.13
1347.36	1348.02	0.66	-250.6
1348.02	1348.63	0.61	-253.32
1348.63	1349.165	0.535	-252.85
1349.165	1349.78	0.615	-253.53
1349.78	1350.34	0.56	-263.84
1350.34	1350.93	0.59	-264.51
1350.93	1351.43	0.5	-257.57
1351.43	1351.96	0.53	-259.65
1351.96	1352.6	0.64	-258.14
1352.6	1353.185	0.585	-255.2
1353.185	1353.71	0.525	-258.23
1353.71	1354.235	0.525	-261.91
1354.235	1354.845	0.61	-258.57
1354.845	1355.415	0.57	-253.54
1355.415	1355.995	0.58	-243.47
1355.995	1356.545	0.55	-272.33
1356.545	1357.06	0.515	-265.19
1357.06	1357.65	0.59	-261.09
1357.65	1358.18	0.53	-270.71
1358.18	1358.755	0.575	-259.58
1358.755	1359.33	0.575	-260.49
1359.33	1359.87	0.54	-264.96
1359.87	1360.455	0.585	-269.73
1360.455	1361.04	0.585	-271.81
1361.04	1361.63	0.59	-261.76
1361.63	1362.125	0.495	-258.68
1362.125	1362.65	0.525	999999
1362.65	1363.145	0.495	-263.36
1363.145	1363.715	0.57	-270.62
1363.715	1364.22	0.505	-265.97
1364.22	1364.805	0.585	-261.86
1364.805	1365.39	0.585	-270.21
1365.39	1365.955	0.565	-257.79
1365.955	1366.52	0.565	-262.17
1366.52	1367.09	0.57	-268.51
1367.09	1367.73	0.64	-257.69
1367.73	1368.31	0.58	-271.16
1368.31	1368.87	0.56	-260.98
1368.87	1369.38	0.51	-266.79
1369.38	1369.935	0.555	-258.07
1369.935	1370.47	0.535	-263.7
1370.47	1371.01	0.54	-255.66
1371.01	1371.59	0.58	-266.86
1371.59	1372.07	0.48	-264.17
1372.07	1372.61	0.54	-265.61
1372.61	1373.17	0.56	-270.51
1373.17	1373.7	0.53	-269.21
1373.7	1374.32	0.62	-270.24
1374.32	1374.92	0.6	-259.82
1374.92	1375.53	0.61	-265.18
1375.53	1376.01	0.48	-273.9
1376.01	1376.5	0.49	-268.22
1376.5	1377.06	0.56	-270.41
1377.06	1377.56	0.5	-267.08
1377.56	1378.07	0.51	-265.21
1378.07	1378.88	0.81	-267.97
1378.88	1379.51	0.63	-267.98
1379.51	1380.1	0.59	-273.13
1380.1	1380.62	0.52	-269.8
1380.62	1381.14	0.52	-261.96
1381.14	1381.7	0.56	-265.36
1381.7	1382.33	0.63	-270.42
1382.33	1382.89	0.56	-266.88
1382.89	1383.45	0.56	-271.88
1383.45	1384	0.55	-275.1
1384	1384.48	0.48	-273.4
1384.48	1384.87	0.39	-269.14
1384.87	1385.38	0.51	-270.4
